PAR-MAIL,RZS-CSVP
FBDIS-RAIC-CLE-REFOP,FXWUU-TYFI-UXP-VFNHJ
FBDIS-RAIC-REST,IQWGP-TIUX-BEEO
FBDIS-RAIC-SIT,WSHQK-UWBZ-VJY
FBDIS-RAIC-INDIC,TROHN-ODYG-ESEMJ
FBDIS-RAIC-LONGOP,GIUCW-NYAY-HNSNVX
FBDIS-RAIC-CODART,QJFOX-YAPG-YWIADH
FBDIS-RAIC-CODOP,DLTHN-BXJK-IOKAX
FBDIS-RAIC-TYPDONORD,XJQSW-RBPG-NKESINJSX
FBDIS-RAIC-IDDONORD,SAOML-YKHZ-QIAHEFTY
FBDIS-RAIC-TYPIDDEST,RTYEV-TYZW-OIOXIXHDX
FBDIS-RAIC-IDETABDEST,OVNXR-FOXP-WFLESFWMVO
FBDIS-RAIC-CRITROUTSEC,GYFFB-XFVR-XSTDECAEENY
FBDIS-RAIC-CODEDEV,MLOND-QYFI-XWZBVYS
FBDIS-RAIC-MONTANT,HXGBR-EQOC-ORVCPNF
FBDIS-RAIC-DATEREGL,LJAWY-SVBP-EJXJYJLZ
FBDIS-RAIC-INDICMODIDDR,NABOF-HMQK-ZJKROEQIMHOO
FBDIS-RAIC-CODECOM,OJAYA-OAXA-FDLZPHP
FBDIS-RAIC-COMINTERB,WWHOM-USSM-BBTSHWPXX
FBDIS-RAIC-DECLAR,ELGON-GDNG-FDFIVM
FBDIS-RAIC-CODEANO,XCOOQ-JRYM-NFFCEWJ
FBDIS-RAIC-ZONERES,CLRSQ-GUIZ-SQHASCI
FBDIS-RAIC-INDICMON,IADHU-OWRB-GMYAZRZE
FBDIS-RAIC-BANQUE,JWXDS-WYYC-JADNTV
FBDIS-RAIC-CODMOTIFREJANN,QMIPP-GWHX-FOUUWCQCUONVYU
FBDIS-RAIC-REFOP,ZPEUN-JPSO-RYWTB
FBDIS-RAIC-USAGETAB,PWXDJ-GSAZ-RPCFAOMG
FBDIS-RAIC-ZOA,LTNPU-OLVG-CHQ
FBDIS-RAIC-ZOASIT,CMDNR-NYNL-UYMZHM
FBDIS-RAIC-SUBINDDEB-AIC,XQZAB-TOCT-IRAZZZEMO-QGP
FBDIS-RAIC-SUITESIT-AIC,OVQYE-IOUG-YIPSNHDM-ASL
FBDIS-RAIC-ZOABQUE,JEOED-JYGN-WNMMTRP
FBDIS-RAIC-BQUE-AIC,GRDPB-TXNJ-FUDO-DYM
FBDIS-RAIC-ZOI,JQFLU-ZCWI-VKS
FBDIS-RAIC-ZOISIT,MWOPE-FVJS-VEPMOA
FBDIS-RAIC-SUBINDDEB-IC,CXGTS-YBIZ-IOTVFYXTT-JW
FBDIS-RAIC-SUITESIT-IC,PZWOO-UBPB-EKKHIYLZ-KW
FBDIS-RAIC-ZOIBQUE,PXMIX-XSEY-IBHNVTC
FBDIS-RAIC-BQUE-IC,BHCSV-XDFW-KUUR-HH
FBDIS-ARIC,DGJQK-HRCC
FBDIS-ARIC-CLE,AZAZX-CRTY-SRM
FBDIS-ARIC-CLE-POST,PXCJF-FHTA-ISU-QJLZ
FBDIS-ARIC-CLE-NAT,GUZSR-MSCZ-ZKF-WZR
FBDIS-ARIC-CLE-NUMCHQ,TNCJB-BGUG-BXH-IBOKWO
FBDIS-ARIC-CLE-CHQ0,DZHTX-IYXV-XNE-YOV5
FBDIS-ARIC-CLE-CHQ2,ZMPFH-CUED-PSJ-CYE0
FBDIS-ARIC-CLE-MONTANT,ZGQIO-KGUE-WDQ-SATKHWV
FBDIS-ARIC-CLE-COMT,AVIFN-SBFC-PWT-LNTB
FBDIS-ARIC-CLE-CODEOP,GGLPE-VTHQ-PSH-KTBAPG
FBDIS-ARIC-CLE-REFOP,QZOOM-VUOQ-FCF-XNJYB
FBDIS-ARIC-REST,FUNOE-YGFO-BGCE
FBDIS-ARIC-SIT,ILACX-LYHR-MDO
FBDIS-ARIC-INDIC,DVWFT-HWIB-PGJKP
FBDIS-ARIC-LONGOP,OZTHW-VNTG-EEUGKM
FBDIS-ARIC-CODART,DVAIB-XBNN-COIQTQ
FBDIS-ARIC-CODOP,UVJLX-UCKO-RTDKF
FBDIS-ARIC-TYPDONORD,IDJQZ-STNU-ZPPPOYYSE
FBDIS-ARIC-IDDONORD,GSVJB-YQCY-IRSIHNDI
FBDIS-ARIC-TYPIDDEST,AIWUL-SCJD-KXBPZKUNM
FBDIS-ARIC-IDETABDEST,ALOKR-WPCO-WOBDBUPKKM
FBDIS-ARIC-CRITROUTSEC,FHNEC-KJPK-OLQVFPUSWUY
FBDIS-ARIC-CODEDEV,XBFFL-EDVE-CFLQLCY
FBDIS-ARIC-MONTANT,BYZPV-DIMA-AAGAIKJ
FBDIS-ARIC-DATEREGL,EQGBP-HLRP-XXLNQVQZ
FBDIS-ARIC-INDICMODIDDR,LLMDS-DYDD-NVJUOBCSHNQK
FBDIS-ARIC-CODECOM,HVRZA-MHCD-VIXWBDH
FBDIS-ARIC-COMINTERB,FCDSK-UUGC-LODUYCSQB
FBDIS-ARIC-DECLAR,YDITO-QCCD-EOFTGU
FBDIS-ARIC-CODEANO,YKCCL-SOIJ-LZBORGJ
FBDIS-ARIC-ZONERES,LWAQN-QIMS-PCNGOHS
FBDIS-ARIC-INDICMON,LGSIZ-YBJW-BHQDZAJY
FBDIS-ARIC-BANQUE,KHPMM-YMLJ-YWDVJM
FBDIS-ARIC-CODMOTIFANN,UDIDE-OJCO-ACOYUTWJMOD
FBDIS-ARIC-REFOP,PGYAM-DTQR-RBEFT
FBDIS-ARIC-USAGETAB,DPNYS-GPIH-JARUUXYU
FBDIS-ARIC-ZOR,CTEVF-YNHQ-XQZ
FBDIS-ARIC-ZORSIT,CBSEB-YIPH-PISWJH
FBDIS-ARIC-SUBINDDEB-RIC,TQJSS-UCFS-BHBNPCGWK-LDX
FBDIS-ARIC-SUITESIT-RIC,EFMET-OOJP-RURMVQRM-KTC
FBDIS-ARIC-ZORBQUE,CNLRL-ZWBK-JAPZSWY
FBDIS-ARIC-BQUE-RIC,BIFOO-GEUZ-IIHU-TBG
FBDIS-ARIC-ZOI,GJNJV-XRTD-IXF
FBDIS-ARIC-ZOISIT,HVENS-LTTT-JRTQKG
FBDIS-ARIC-SUBINDDEB-IC,TZWAF-MMHI-DHJMCQKKS-DC
FBDIS-ARIC-SUITESIT-IC,AAPSO-KGRG-ACLNEYDX-ZN
FBDIS-ARIC-ZOIBQUE,ADIEX-MOBB-NDOGWNE
FBDIS-ARIC-BQUE-IC,JLIOP-MNLZ-MADQ-ZF
FBDIS-RARIC,HKRHD-WZVCA
FBDIS-RARIC-CLE,GFOYO-GQHXH-LYX
FBDIS-RARIC-CLE-POST,PUMED-ZRJZD-DDU-GNRA
FBDIS-RARIC-CLE-NAT,XMXFZ-NOHLY-TJZ-ESW
FBDIS-RARIC-CLE-NUMCHQ,KWOKJ-ARGAU-CRM-ORENIB
FBDIS-RARIC-CLE-CHQ0,QQTUJ-RXIFE-YFY-ZYT3
FBDIS-RARIC-CLE-CHQ2,NEORE-KMPCG-HKG-EUQ4
FBDIS-RARIC-CLE-MONTANT,PRXHY-UIRAY-WGY-BGOXCEQ
FBDIS-RARIC-CLE-COMT,IBZNF-TTPIF-SEM-SRAG
FBDIS-RARIC-CLE-CODEOP,GHSUO-CILDH-CCG-KUWDUJ
FBDIS-RARIC-CLE-REFOP,RDXXP-ZIGDR-JAF-WTXSB
FBDIS-RARIC-REST,NBLNA-LBURS-WKFP
FBDIS-RARIC-SIT,SUHYT-YPATW-QTV
FBDIS-RARIC-INDIC,DYFCS-NYILX-RCZAC
FBDIS-RARIC-LONGOP,LERKL-KRDSO-LHGIRS
FBDIS-RARIC-CODART,FEFOO-KBVJH-SBMQTX
FBDIS-RARIC-CODOP,ISDOM-PCYCL-YHMWY
FBDIS-RARIC-TYPDONORD,VGXMB-WGTIB-YAGQNILUG
FBDIS-RARIC-IDDONORD,LPNYZ-GSIUE-WATWRFWD
FBDIS-RARIC-TYPIDDEST,POUNV-YCICF-VFDAKCJTX
FBDIS-RARIC-IDETABDEST,ULZCW-RRAZW-MZVSYRLZFT
FBDIS-RARIC-CRITROUTSEC,KCNJR-KHSOB-AMSKNIVDTOL
FBDIS-RARIC-CODEDEV,RUNZP-AWLUT-KVMRTHT
FBDIS-RARIC-MONTANT,VIKGC-WICXU-JWFJMZP
FBDIS-RARIC-DATEREGL,FFWDE-KRCDC-NRCBGWYW
FBDIS-RARIC-INDICMODIDDR,YFCKK-NYWZV-RSOYIWQVFNXU
FBDIS-RARIC-CODECOM,QJTRW-ZWOMQ-UILOYAQ
FBDIS-RARIC-COMINTERB,GOWQT-PYKGT-JJRSILYTF
FBDIS-RARIC-DECLAR,VXMED-JJXZQ-NSBKWX
FBDIS-RARIC-CODEANO,FARSX-CFEBQ-UBKMGNU
FBDIS-RARIC-ZONERES,CUVYO-IDEZW-DULEPGR
FBDIS-RARIC-INDICMON,YVQQM-XMFWE-WTPFLADL
FBDIS-RARIC-BANQUE,QDXAD-WRDHM-LDUDQO
FBDIS-RARIC-CODMOTIFREJANNREJ,FCGGS-WEULR-OWFFLRZVRMUNEYDBF
FBDIS-RARIC-REFOP,KPKGO-WSPBO-ZUZSO
FBDIS-RARIC-USAGETAB,SWTEM-RDNFZ-AOLHAVRL
FBDIS-RARIC-ZOA,RFSVK-QNEUY-FUC
FBDIS-RARIC-ZOASIT,WVCDI-MJZBK-OCWCPX
FBDIS-RARIC-SUBINDDEB-ARIC,ZXGZY-MXEME-FTGHOOWUC-OHBS
FBDIS-RARIC-SUITESIT-ARIC,OVUNX-WADCR-JYHDYHFJ-OHUR
FBDIS-RARIC-ZOABQUE,DMTXN-QKHET-OVADQWB
FBDIS-RARIC-BQUE-ARIC,JSEIT-UYSFJ-KNQZ-QTHJ
FBDIS-RARIC-ZOR,UDODM-ZBIYD-PWL
FBDIS-RARIC-ZORSIT,BVLXR-QJPUN-RSGHNO
FBDIS-RARIC-SUBINDDEB-RIC,AZEKK-EJWCT-KCXEVSSBE-YUI
FBDIS-RARIC-SUITESIT-RIC,IKHRO-XUXGS-XXPMIQTS-DSM
FBDIS-RARIC-ZORBQUE,XBAWX-UUKRY-HPUGREC
FBDIS-RARIC-BQUE-RIC,OSLAT-QCNDW-SQSP-UMG
FBDIS-RARIC-ZOI,WPPIO-KFNAS-QEY
FBDIS-RARIC-ZOISIT,RQQGX-PSAPM-GYJQYH
FBDIS-RARIC-SUBINDDEB-IC,LQGRC-KEHMM-OGBAPKFMU-LL
FBDIS-RARIC-SUITESIT-IC,QMDWU-VXTAP-PXNCDVTX-WJ
FBDIS-RARIC-ZOIBQUE,YOPFF-PYLVB-FCLDPNE
FBDIS-RARIC-BQUE-IC,RIYOE-LOWFG-MLFT-DE
FBDIS-TELIC,NJNUK-MUKOJ
FBDIS-TELIC-CLE,HCCXS-UQDHS-FNB
FBDIS-TELIC-CLE-POST,SYVFU-TTWKD-PYI-YLSA
FBDIS-TELIC-CLE-NAT,CDDBI-LPIMQ-GTP-BHK
FBDIS-TELIC-CLE-NUMCHQ,SYKQQ-RCQYD-PEM-PNMUID
FBDIS-TELIC-CLE-CHQ0,BYSWL-PRVPU-ZBD-WZN0
FBDIS-TELIC-CLE-CHQ2,MXTKF-GZZTF-FPC-UDZ3
FBDIS-TELIC-CLE-MONTANT,ACOAL-VRZBT-KMC-VSIZNXT
FBDIS-TELIC-CLE-COMT,PDNWJ-THVXK-VRX-FNOQ
FBDIS-TELIC-CLE-CODEOP,AXZIS-OCZTP-SZY-WWWBEN
FBDIS-TELIC-CLE-REFOP,RBWWD-CTFBD-CUZ-GBSVQ
FBDIS-TELIC-REST,ILFAR-MOXLM-QFQH
FBDIS-TELIC-SIT,HQCQW-PYZLU-MRA
FBDIS-TELIC-INDIC,VIVRC-ZIXAV-NPDFO
FBDIS-TELIC-LONGOP,XZBJG-LULAK-RVDFSV
FBDIS-TELIC-CODART,POJZL-XCJIM-BUFJCB
FBDIS-TELIC-CODOP,KEREB-YHRVC-XUKCG
FBDIS-TELIC-TYPDONORD,UBIWG-GXKTN-IPCZWOBWC
FBDIS-TELIC-IDDONORD,QNBBU-ARSXD-JFBFWLHG
FBDIS-TELIC-TYPIDDEST,DTMNW-JZNJC-TXUJCSTKX
FBDIS-TELIC-IDETABDEST,OZINM-XRYXZ-CQKQSBBYJA
FBDIS-TELIC-CRITROUTSEC,JRTVM-DPBMA-JJNXJJNHJUW
FBDIS-TELIC-CODEDEV,MJEIL-UTPKK-IUVKNJQ
FBDIS-TELIC-MONTANT,UCHLN-CREYC-SVSBVPA
FBDIS-TELIC-DATEREGL,EDVSG-IGCPP-FVJQLRPB
FBDIS-TELIC-INDICMODIDDR,EHZCK-NUZVN-ZAQNKAKEJIUU
FBDIS-TELIC-CODECOM,HHMAQ-QNVMU-QPEYPOL
FBDIS-TELIC-COMINTERB,FXKAG-MLYLD-FTTCOXMAG
FBDIS-TELIC-DECLAR,ZIPSR-AFTBV-HCMMAA
FBDIS-TELIC-CODEANO,VFVKT-AOKHS-JCAUYDI
FBDIS-TELIC-ZONERES,VPUVC-PJDZY-GPXQNOU
FBDIS-TELIC-INDICMON,BVPTE-YORBX-PEQYYBCI
FBDIS-TELIC-BANQUE,WQMFH-CFBZV-VDWTBR
FBDIS-TELIC-NATDEM,ORZWX-NEEVJ-GLCQWZ
FBDIS-TELIC-REFOP,UWGUD-CDEZA-TCMLZ
FBDIS-TELIC-CORDEXPED,GFLFA-ETDMG-BZKIDFXOY
FBDIS-TELIC-TELECOPIE,WHDCG-XSNCH-EBSMLRQOT
FBDIS-TELIC-TELEPHONE,PCBFT-URRHC-JURWAEYJY
FBDIS-TELIC-EMAIL,BMNNB-RMJPF-IGHTN
FBDIS-TELIC-USAGETAB,IOTZP-PLWCO-JNVCKOEZ
FBDIS-TELIC-ZOI,PUWAT-QOFBF-XSO
FBDIS-TELIC-ZOISIT,JLQDZ-ANJKN-LDPBIZ
FBDIS-TELIC-SUBINDDEB-IC,MNJJJ-NGQOC-TXHUKGOTU-MA
FBDIS-TELIC-SUITESIT-IC,CYUQN-UZMAS-FAMDAQIE-AM
FBDIS-TELIC-ZOIBQUE,NHBCE-EGBVP-NQTUPLQ
FBDIS-TELIC-BQUE-IC,QDLVY-ZQYET-TBUF-UA
FBDIS-ODRIC,PJBSZ-RAACO
FBDIS-ODRIC-CLE,TWHXM-FVURX-RBW
FBDIS-ODRIC-CLE-POST,HNSUP-EXRAV-LFD-TZOE
FBDIS-ODRIC-CLE-NAT,NJQEO-LKJVS-WEU-WZS
FBDIS-ODRIC-CLE-NUMCHQ,CFRPT-LNWYL-ZVH-ENYBEV
FBDIS-ODRIC-CLE-CHQ0,XCADP-NHBYW-ZOA-MBO3
FBDIS-ODRIC-CLE-CHQ2,ARYOD-AZZHO-ZGI-OAK1
FBDIS-ODRIC-CLE-MONTANT,BAQDM-HPCPD-RCQ-MYVXFOE
FBDIS-ODRIC-CLE-COMT,LMRAQ-DKUPG-NJH-CFGZ
FBDIS-ODRIC-CLE-CODEOP,TQJXB-HVGGV-AQX-EBIYNA
FBDIS-ODRIC-CLE-REFOP,SAQJV-ZGSBD-YUS-XCTWW
FBDIS-ODRIC-REST,FPUVJ-DGWQP-TTUV
FBDIS-ODRIC-SIT,GZBTH-JGYVO-ZCQ
FBDIS-ODRIC-INDIC,RFGVY-SSCLU-LGRNT
FBDIS-ODRIC-LONGOP,KMOJI-SAVUU-QASQVB
FBDIS-ODRIC-CODART,QSQCR-TQUFO-FTLGRK
FBDIS-ODRIC-CODOP,SXWUP-YBXGY-PBTRC
FBDIS-ODRIC-TYPDONORD,WANIM-VMXCW-HCNFJDYQX
FBDIS-ODRIC-IDDONORD,OMGTT-HBBXA-ICDBNYKW
FBDIS-ODRIC-TYPIDDEST,OXJMS-GLOWY-QXMVDAYCW
FBDIS-ODRIC-IDETABDEST,WJLOG-DAPCE-VISJULCUME
FBDIS-ODRIC-CRITROUTSEC,NBEPB-MENZM-OMMXTJNPKLP
FBDIS-ODRIC-CODEDEV,MCNJE-ZPVLS-VZGBYBF
FBDIS-ODRIC-MONTANT,WEQDV-JRGEN-BTLNIVZ
FBDIS-ODRIC-DATEREGL,VPKUV-IGUSY-ZJSDSQWL
FBDIS-ODRIC-INDICMODIDDR,FBWWX-ZSBHW-GVXGGVRSRKQF
FBDIS-ODRIC-CODECOM,VLPZX-WYYRS-ISPRSDG
FBDIS-ODRIC-COMINTERB,JESPN-NKZWO-IXKMCNCRE
FBDIS-ODRIC-DECLAR,ISVAQ-WUWQI-PMINBJ
FBDIS-ODRIC-CODEANO,GPGIS-KHYCV-RLGDGJN
FBDIS-ODRIC-ZONERES,RJFVS-QSCQN-KIGOJDC
FBDIS-ODRIC-INDICMON,BAIJG-FUBWF-JZBFRUAV
FBDIS-ODRIC-BANQUE,ZFPMO-JDAXC-LYENFS
FBDIS-ODRIC-NATOP,LPOTE-GMYBE-XGCNU
FBDIS-ODRIC-REFOP,MLQZC-AGKNE-JAPHG
FBDIS-ODRIC-MOTIF,JPDVM-PFIAW-DBTJL
FBDIS-ODRIC-CORDEXPED,NAPFW-AOHIP-FATDQHUPW
FBDIS-ODRIC-TELECOPIE,DHWJS-NPNTT-AIEWSHZZT
FBDIS-ODRIC-TELEPHONE,OCVZD-IMMSE-HFYWSIVJC
FBDIS-ODRIC-EMAIL,CIZZB-QYONO-LDJHV
FBDIS-ODRIC-USAGETAB,AIYPK-XRYCQ-ZENIKIBZ
FBDIS-ODRIC-LIBELLE,RCUZJ-KVCKG-RJWOHJR
FBDIS-ODRIC-INDICNORM,NQRZW-URMVR-XSXIHENDD
FBDIS-ODRIC-NOMCONTACT,HMKOL-BSXTE-ZEBZFZMUIV
FBDIS-ODRIC-TELECOPCONTACT,LASLT-SUYTB-WUGWAXUWRAUCXZ
FBDIS-ODRIC-TELEPHOCONTACT,JFODS-IAKAB-HYSMXEUQZJEXAL
FBDIS-ODRIC-EMAILCONTACT,TGGKB-KSXUB-VVPXTMFIPEQR
FBDIS-ODRIC-DATECONTACT,XHTXS-DFRUF-LDCRZNPKUDM
FBDIS-ODRIC-INDICDOSCEPC,BRFNA-CNPSP-YFQCATYYEDVZ
FBDIS-ODRIC-DATREGLDERNOPCONN,FTQVR-LWAJS-DYLOZEFTSUZJWTAVZ
FBDIS-ODRIC-ZOI,OJOTX-VCGOR-YIE
FBDIS-ODRIC-ZOISIT,XYBMO-RSZXO-UOZSDN
FBDIS-ODRIC-SUBINDDEB-IC,TFBNR-OXZKX-LGEICOGJU-UR
FBDIS-ODRIC-SUITESIT-IC,GWSFN-IZJEV-SXKAMHTD-EF
FBDIS-ODRIC-ZOIBQUE,LDKTP-LFINP-TPFZWZO
FBDIS-ODRIC-BQUE-IC,EGBIG-DMTRT-RRHA-RB
FBDIS-OCRIC,GEVYY-MMUYV
FBDIS-OCRIC-CLE,QTMZO-JDCVV-WIL
FBDIS-OCRIC-CLE-POST,GRVSC-JABBQ-KSZ-IDKT
FBDIS-OCRIC-CLE-NAT,YYIPG-VMUGN-XRR-LZS
FBDIS-OCRIC-CLE-NUMCHQ,PBTHC-OWRZA-IXY-EHIPSJ
FBDIS-OCRIC-CLE-CHQ0,HENQG-OLETG-HTE-GKW7
FBDIS-OCRIC-CLE-CHQ2,ENJJJ-DSZOC-MKX-BCI1
FBDIS-OCRIC-CLE-MONTANT,DTZOS-PQEXB-PHT-ULBAAIT
FBDIS-OCRIC-CLE-COMT,UTWFR-QOIPA-IGV-GXBG
FBDIS-OCRIC-CLE-CODEOP,KIYDK-MHRAP-BLC-OALDGP
FBDIS-OCRIC-CLE-REFOP,MSMPA-AZWHO-ASG-DTUMJ
FBDIS-OCRIC-REST,FTIDU-AXPVW-VCQU
FBDIS-OCRIC-SIT,JGRJY-AEMGV-ILB
FBDIS-OCRIC-INDIC,VLIMJ-SBQLZ-UQUHV
FBDIS-OCRIC-LONGOP,HRZUV-RDXTU-FQZBNP
FBDIS-OCRIC-CODART,RQQUI-KIHDO-QOUROZ
FBDIS-OCRIC-CODOP,QWUKY-IXTWI-EABWX
FBDIS-OCRIC-TYPDONORD,UEAYH-NBSUG-OYKBAPLZW
FBDIS-OCRIC-IDDONORD,PZLJP-SUHDR-NSSGJBNS
FBDIS-OCRIC-TYPIDDEST,TGUPE-UHOLB-YPLIYXBDR
FBDIS-OCRIC-IDETABDEST,DCPFA-ATGZK-GSIJXVBCWE
FBDIS-OCRIC-CRITROUTSEC,VXJFU-SYSGE-MNQEOYOOOLZ
FBDIS-OCRIC-CODEDEV,RQKXW-MOQEM-YBAZIBW
FBDIS-OCRIC-MONTANT,XCMFW-NHFAP-YLOGHCL
FBDIS-OCRIC-DATEREGL,TLNCY-BYJBA-VRKCEWSG
FBDIS-OCRIC-INDICMODIDDR,YTZAH-AGVLY-XCGPDOGCMQQS
FBDIS-OCRIC-CODECOM,UARQJ-HXZZN-QCYBXVI
FBDIS-OCRIC-COMINTERB,IFUGI-BWNHU-GDDLTUNJI
FBDIS-OCRIC-DECLAR,AKFUJ-ATXDB-ZSTQFH
FBDIS-OCRIC-CODEANO,DMQYF-HTKJT-LFZZAWZ
FBDIS-OCRIC-ZONERES,CYEJN-OGVAA-UXFRMXF
FBDIS-OCRIC-INDICMON,OBRYS-TGJBB-OFHMCBGT
FBDIS-OCRIC-BANQUE,TULFV-SMMUM-SASVOR
FBDIS-OCRIC-NATOP,WKFOF-NZAXT-XDURM
FBDIS-OCRIC-REFOP,AJALJ-TWBEE-SWNFJ
FBDIS-OCRIC-MOTIF,GJQNG-TFABP-IWIJN
FBDIS-OCRIC-CORDEXPED,LYELF-LEXJQ-FOBMHMNFX
FBDIS-OCRIC-TELECOPIE,SQZTT-RMAOG-STEKVBFEU
FBDIS-OCRIC-TELEPHONE,DPYFW-SFOOG-UFANXLPHK
FBDIS-OCRIC-EMAIL,KBVNY-XVUVE-AYEDW
FBDIS-OCRIC-USAGETAB,FIJWC-PWNZL-OMYMDJXZ
FBDIS-OCRIC-LIBELLE,KLBEU-EPCQU-TISQZCJ
FBDIS-OCRIC-INDICNORM,MBPWU-KSPEJ-MVRMFKTLO
FBDIS-OCRIC-NOMCONTACT,KPHEP-JMBPE-KOTFPJIROA
FBDIS-OCRIC-TELECOPCONTACT,GGCLS-HZDMZ-BQRLZTNZGRVCFH
FBDIS-OCRIC-TELEPHOCONTACT,MWAHA-ENDGA-MSWCFMRVOFGTLE
FBDIS-OCRIC-EMAILCONTACT,ETHHJ-FLESY-HCVIMCZGLGPG
FBDIS-OCRIC-DATECONTACT,VZUMH-DEMJO-YXNYIEBGOXM
FBDIS-OCRIC-INDICDOSCEPC,KKETM-KUISK-NQLDQQUOYYVJ
FBDIS-OCRIC-DATREGLDERNOPCONN,ATJCN-CCSPR-GGSYBPQKXURQMIRBA
FBDIS-OCRIC-ZOI,LTYDC-MTSBO-SAP
FBDIS-OCRIC-ZOISIT,TLKIL-OFSSB-NXBWPH
FBDIS-OCRIC-SUBINDDEB-IC,RGXUB-PKGZH-GQTPUNIII-GG
FBDIS-OCRIC-SUITESIT-IC,CAVJX-ZGFTD-YNZYRKJY-LI
FBDIS-OCRIC-ZOIBQUE,PQXYI-ISTSG-FEGUNWN
FBDIS-OCRIC-BQUE-IC,OHHFD-CILFP-UXHM-LD
FBDIS-ONC,EQBFN-DYI
FBDIS-ONC-CLE,KYNDA-UWT-DHJ
FBDIS-ONC-CLE-POST,DMYBN-RMM-RXU-PCIC
FBDIS-ONC-CLE-NAT,LJHDK-EGD-JOQ-GKL
FBDIS-ONC-CLE-NUMCHQ,SXRIV-YLM-IVP-GJMTPN
FBDIS-ONC-CLE-CHQ0,DUUUA-EJA-ARD-XFO5
FBDIS-ONC-CLE-CHQ2,VNAGL-GGS-QRU-OSK9
FBDIS-ONC-CLE-MONTANT,XSGXD-TGC-YYA-VNHJOSK
FBDIS-ONC-CLE-COMT,EDRJF-YJN-NZJ-ZVWL
FBDIS-ONC-CLE-CODEOP,FCIEM-MMH-PJH-IFBVPI
FBDIS-ONC-CLE-REFOP,CTKBP-MOL-VKN-VHKMW
FBDIS-ONC-REST,JJHFY-EXQ-MWAI
FBDIS-ONC-SIT,CLTAH-TTQ-BDS
FBDIS-ONC-INDIC,FGTKS-ZFJ-NODQK
FBDIS-ONC-LONGOP,ZFJXI-NMQ-HNLGTF
FBDIS-ONC-CODART,APFZD-YOF-SDTWNV
FBDIS-ONC-CODOP,UPNVO-DBZ-AQHDI
FBDIS-ONC-TYPDONORD,LOPGP-JQF-WDCWPOKQD
FBDIS-ONC-IDDONORD,FAEVO-PNU-TRPWKGKB
FBDIS-ONC-TYPIDDEST,ARGMH-AGO-SQVMJNFZO
FBDIS-ONC-IDETABDEST,IOVAC-BVV-TIGWWQYXLU
FBDIS-ONC-CRITROUTSEC,ZQQQP-PXZ-BFZNPAYGLXY
FBDIS-ONC-CODEDEV,GJHIL-XON-GQXCKIH
FBDIS-ONC-MONTANT,RIGLV-VED-LFIYTCJ
FBDIS-ONC-DATEREGL,VJRKU-MYQ-VSLZEIXZ
FBDIS-ONC-INDICMODIDDR,YLTLF-GCC-MEVOUKPCYVZQ
FBDIS-ONC-CODECOM,SEIJE-TDK-MWEMEOQ
FBDIS-ONC-COMINTERB,OIEAY-KFI-DUZYGBQVD
FBDIS-ONC-DECLAR,UBKVV-PTF-BLYHSD
FBDIS-ONC-CODEANO,OOPEP-AAO-EJESBNO
FBDIS-ONC-ZONERES,ABKBM-CCB-WIGNSRC
FBDIS-ONC-INDICMON,YNIXB-UYL-AICPSBAZ
FBDIS-ONC-BANQUE,ZAIBB-JNG-XEJAJI
FBDIS-ONC-NATOP,UKUUH-OJX-ENJVN
FBDIS-ONC-REFOP,TZYTF-WIK-PIZCD
FBDIS-ONC-CORDEXPED,IAOQM-EFZ-APAOUMFRV
FBDIS-ONC-TELECOPIE,BCASU-YFR-ESKGRPCXH
FBDIS-ONC-TELEPHONE,CFIHT-ING-ZZORFOMFN
FBDIS-ONC-EMAIL,CPGOB-NFD-NETJZ
FBDIS-ONC-USAGETAB,NTEJY-ZAV-VFIKGPHF
FBDIS-ONC-LIBELLE,UMBGQ-AGL-TGKWLGC
FBDIS-ONC-ZOI,BHRJG-AMG-VMY
FBDIS-ONC-ZOISIT,MAZQO-LSV-NORNAP
FBDIS-ONC-SUBINDDEB-IC,AKQSB-TGT-JKXAZBGAW-TF
FBDIS-ONC-SUITESIT-IC,QQQRE-HUM-POBLCGNZ-TI
FBDIS-ONC-ZOIBQUE,NSOZI-QPX-JNVYKXN
FBDIS-ONC-BQUE-IC,UIMUM-VDA-BJQX-UH
ART-ORIG-256,JPI-JYFV-445
ART-ORIG-640,VHL-MTMZ-766
ART-ORIG-832,LUE-IDLV-359
ART-ORIG-1024,WEC-NMVG-4313
ART-REST-256,JKR-XECK-957
ART-REST-640,TBZ-SJVC-799
ART-REST-832,BXR-ZHPP-974
ART-REST-1024,JTH-ZZZZ-1326
ART-ABS-256,PFE-EXS-497
ART-ABS-640,SKK-KSE-419
ART-ABS-832,PZZ-HGJ-036
ART-ABS-1024,BOO-KEN-5102
WTYPART,RHYJHPS
W-FINO,W-OQJR
W-FINT,W-YSWF
CTRORI0109,VKROUN6574
CTREST0109,NMRZQJ5622
CTRORI,TGUEMX
CTREST,MUPIZH
CTRLUC,XVYJFD
CTRMAJC,GQBSHFF
CTRDELC,TZBADWJ
CTRMAJB,UVVQCOX
CTRDELB,KXWPIBD
CTRTOT,STOMQN
CTR160,NLU400
CTR560,NBK627
CTR420,EVI620
CTR421,OIQ697
CTR820,YOQ031
CTR821,HXL402
CTR166,DYI806
CTR167,RMH560
CTR168,DNI925
CTR169,YJN914
WFBDICLE,RDLNWKLB
